Track Name,Artist,Streams,Years,Genre,Genre2,Genre3,Genre4,Genre5,Genre6,Genre7,Genre8,Genre9,Genre10
Brave For You,The xx,554419.0,2017.0,downtempo, indietronica, dream pop,,,,,,,
Performance,The xx,552152.0,2017.0,downtempo, indietronica, dream pop,,,,,,,
Test Me,The xx,420589.0,2017.0,downtempo, indietronica, dream pop,,,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,617334.0,2017.0,puerto rican pop, latin, latin pop,,,,,,,
History,Olivia Holt,437759.0,2017.0,post-teen pop, social media pop, alt z, pop, dance pop,,,,,
Romantic - NOTD Remix,Stanaj,417480.0,2017.0,pop, indie poptimism, electropop, alt z, post-teen pop, pop edm, dance pop, pop dance, tropical house, indie cafe pop
The Other,Lauv,403133.0,2017.0,pop, post-teen pop, electropop, dance pop,,,,,,
T-Shirt,Migos,392162.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,381938.0,2017.0,soundtrack, hollywood, adult standards, show tunes,,,,,,
"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,380652.0,2017.0,hollywood,,,,,,,,,
Issues,Julia Michaels,435506.0,2017.0,pop, post-teen pop, alt z, dance pop, electropop,,,,,
Selfish,PnB Rock,383246.0,2017.0,melodic rap, rap, trap, pop rap, vapor trap, rnb,,,,
Both (feat. Drake),Gucci Mane,387208.0,2017.0,rap, trap, atl hip hop, southern hip hop, pop rap, dirty south rap, gangster rap, hip hop,,
Wonderwall - Remastered,Oasis,431853.0,2017.0,madchester, permanent wave, beatlesque, britpop, rock,,,,,
Moving On and Getting Over,John Mayer,901164.0,2017.0,neo mellow, singer-songwriter, pop rock, pop,,,,,,
El Amante,Nicky Jam,752582.0,2017.0,latin, reggaeton, latin hip hop, trap latino,,,,,,
Changing,John Mayer,624512.0,2017.0,neo mellow, singer-songwriter, pop rock, pop,,,,,,
Love on the Weekend,John Mayer,615144.0,2017.0,neo mellow, singer-songwriter, pop rock, pop,,,,,,
High For Hours,J. Cole,560413.0,2017.0,north carolina hip hop, conscious hip hop, rap, hip hop,,,,,,
Youre Gonna Live Forever in Me,John Mayer,484341.0,2017.0,neo mellow, singer-songwriter, pop rock, pop,,,,,,
Water,Ugly God,374333.0,2017.0,vapor trap, meme rap, underground hip hop, trap,,,,,,
Radioactive,Imagine Dragons,371243.0,2017.0,modern rock, pop, rock,,,,,,,
Congratulations,Post Malone,391847.0,2017.0,dfw rap, melodic rap, rap,,,,,,,
"Sola (Remix) feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox",Anuel AA,381601.0,2017.0,trap boricua, trap latino, reggaeton, reggaeton flow, latin,,,,,
Come and See Me (feat. Drake),PARTYNEXTDOOR,384840.0,2017.0,rap, rap, rnb, pop rap, pop, trap, urban contemporary,,,
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1548073.0,2017.0,moombahton, pop, edm, dance pop, pop dance, pop rap, electro house,,,
Scared to Be Lonely,Martin Garrix,1538535.0,2017.0,dutch edm, pop dance, edm, tropical house, pop, progressive house, dance pop,,,
So Good (feat. Ty Dolla $ign),Zara Larsson,1017857.0,2017.0,pop, scandipop, dance pop, swedish electropop, post-teen pop, tropical house, swedish pop, pop dance, electropop, edm
Get Right Witcha,Migos,782226.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Call Casting,Migos,760268.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Culture (feat. DJ Khaled),Migos,705143.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Slippery (feat. Gucci Mane),Migos,678468.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Kelly Price (feat. Travis Scott),Migos,668199.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
What The Price,Migos,573048.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Brown Paper Bag,Migos,496494.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Big On Big,Migos,485872.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Deadz (feat. 2 Chainz),Migos,478959.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Love Me Better,James Blunt,458310.0,2017.0,neo mellow, pop rock, pop,,,,,,,
All Ass,Migos,432265.0,2017.0,rap, atl hip hop, trap, pop rap,,,,,,
Manicomio,Cosculluela,421553.0,2017.0,reggaeton, latin hip hop, trap latino, latin, reggaeton flow, perreo,,,,
Traicionera - Remix,Sebastian Yatra,408379.0,2017.0,reggaeton colombiano, colombian pop, reggaeton, latin,,,,,,
Halo,BeyoncÃ©,373292.0,2017.0,dance pop, pop, post-teen pop, rnb,,,,,,
"City Of Stars - From ""La La Land"" Soundtrack/Pier",Ryan Gosling,355468.0,2017.0,hollywood,,,,,,,,,
"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,404533.0,2017.0,hollywood,,,,,,,,,
"Mia & Sebastianâ€™s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,385300.0,2017.0,hollywood, movie tunes,,,,,,,,
Too Many Years,Kodak Black,390969.0,2017.0,melodic rap, rap, miami hip hop, florida rap, trap, southern hip hop, hip hop,,,
Location,Khalid,414658.0,2017.0,pop,,,,,,,,,
I Miss You,Grey,403647.0,2017.0,pop edm,,,,,,,,,
Magic,Thomas Gold,401189.0,2017.0,progressive electro house, big room, pop edm, electro house, pop dance, edm, funky tech house, progressive house, german techno,
Believer,Imagine Dragons,467057.0,2017.0,modern rock, pop, rock,,,,,,,
Body Like A Back Road,Sam Hunt,433250.0,2017.0,contemporary country, country pop,,,,,,,,
No Favors,Big Sean,1357639.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Halfway Off The Balcony,Big Sean,823528.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Jump Out The Window,Big Sean,759375.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Sacrifices,Big Sean,732044.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Owe Me,Big Sean,674036.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Falling,Alesso,595207.0,2017.0,pop dance, edm, progressive electro house, tropical house, electro house, dance pop, pop,,,
Voices In My Head/Stick To The Plan,Big Sean,594314.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Same Time Pt. 1,Big Sean,590632.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Intro,Big Sean,524925.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Bigger Than Me,Big Sean,520043.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Sunday Morning Jetpack,Big Sean,518524.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
Inspire Me,Big Sean,476383.0,2017.0,rap, pop rap, detroit hip hop, trap, southern hip hop, hip hop,,,,
ç¾Žå¥³ã¨é‡Žç£,Ariana Grande,468769.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Sooner Or Later,Aaron Carter,442846.0,2017.0,post-teen pop, dance pop,,,,,,,,
La Rompe Corazones,Daddy Yankee,466295.0,2017.0,reggaeton, latin, latin hip hop, trap latino,,,,,,
Bad Romance,Lady Gaga,453419.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Poker Face,Lady Gaga,451323.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Perfect Illusion,Lady Gaga,436561.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
Way down We Go,KALEO,383694.0,2017.0,icelandic indie, icelandic rock, modern alternative rock, modern rock,,,,,,
Dont Stop Believin,Journey,410106.0,2017.0,album rock, rock, soft rock, classic rock, hard rock, mellow gold,,,,
Chained To The Rhythm,Katy Perry,2653684.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
I Love You,Axwell /\ Ingrosso,609935.0,2017.0,pop dance, edm, tropical house, dance pop, electro house, pop,,,,
Ciao Adios,Anne-Marie,541458.0,2017.0,pop, uk pop, dance pop, post-teen pop, tropical house, pop dance,,,,
Outlet,Desiigner,505006.0,2017.0,viral trap, trap, rap, pop rap,,,,,,
"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,485497.0,2017.0,post-teen pop, pop, dance pop, viral pop,,,,,,
Shape of You - Galantis Remix,Ed Sheeran,481424.0,2017.0,uk pop, pop,,,,,,,,
Dont Kill My Vibe,Sigrid,469398.0,2017.0,norwegian pop, dance pop, pop,,,,,,,
Be the One,Dua Lipa,571435.0,2017.0,uk pop, pop, dance pop,,,,,,,
Look at Me!,XXXTENTACION,472302.0,2017.0,miami hip hop, emo rap,,,,,,,,
Tuesday,Burak Yeter,445079.0,2017.0,electro house,,,,,,,,,
Skin,RagnBone Man,428239.0,2017.0,neo soul,,,,,,,,,
Thumbs,Sabrina Carpenter,419095.0,2017.0,pop, post-teen pop, viral pop, alt z, dance pop, electropop,,,,
Not Today,BTS,390448.0,2017.0,k-pop boy group, k-pop,,,,,,,,
Down,Marian Hill,377509.0,2017.0,electropop,,,,,,,,,
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,558597.0,2017.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Same Drugs,Chance the Rapper,530037.0,2017.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Spring Day,BTS,529199.0,2017.0,k-pop boy group, k-pop,,,,,,,,
"Helium - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Sia,482664.0,2017.0,pop, australian dance, australian pop, dance pop,,,,,,
All We Got (feat. Kanye West & Chicago Childrens Choir),Chance the Rapper,453043.0,2017.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Someone Like You,Adele,418855.0,2017.0,pop soul, british soul, uk pop, pop,,,,,,
Make You Feel My Love,Adele,788063.0,2017.0,pop soul, british soul, uk pop, pop,,,,,,
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,662442.0,2017.0,pop, uk pop, dance pop, indietronica, metropopolis, post-teen pop, electropop, edm,,
All I Need,Joakim Lundell,585586.0,2017.0,swedish pop,,,,,,,,,
A Thousand Years,Christina Perri,574022.0,2017.0,viral pop, pop, post-teen pop, neo mellow, pop rock, dance pop,,,,
She Will Be Loved - Radio Mix,Maroon 5,510761.0,2017.0,pop, pop rock,,,,,,,,
Iris,The Goo Goo Dolls,475535.0,2017.0,pop rock, permanent wave, neo mellow, post-grunge, alternative rock,,,,,
Stay - Album Version (Edited),Rihanna,460356.0,2017.0,barbadian pop, pop, dance pop, post-teen pop, urban contemporary,,,,,
Chasing Cars,Snow Patrol,457635.0,2017.0,pop rock, permanent wave, neo mellow, irish rock, modern rock, rock,,,,
Youre Beautiful,James Blunt,439521.0,2017.0,neo mellow, pop rock, pop,,,,,,,
Skinny Love,Bon Iver,438573.0,2017.0,eau claire indie, melancholia, indie folk,,,,,,,
Cold,Maroon 5,585547.0,2017.0,pop, pop rock,,,,,,,,
Shining (feat. BeyoncÃ© & Jay-Z),DJ Khaled,453391.0,2017.0,pop rap, rap, miami hip hop, southern hip hop, trap, hip hop,,,,
It Aint Me (with Selena Gomez),Kygo,1457790.0,2017.0,tropical house, pop dance, pop, edm,,,,,,
How Would You Feel (Paean),Ed Sheeran,2083232.0,2017.0,uk pop, pop,,,,,,,,
Rent Money,Future,1137796.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Heavy (feat. Kiiara),Linkin Park,1093098.0,2017.0,rap metal, post-grunge, nu metal, alternative metal,,,,,,
Draco,Future,1077902.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Mask Off,Future,820526.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Good Dope,Future,754201.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Zoom,Future,744838.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Super Trapper,Future,683380.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Some Way,NAV,650430.0,2017.0,melodic rap, canadian trap, rap, rap, trap, hip pop, pop rap, hip hop,,
POA,Future,617887.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
High Demand,Future,585047.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Love Incredible (feat. Camila Cabello),Cashmere Cat,566049.0,2017.0,shiver pop, downtempo, pop, post-teen pop,,,,,,
Im so Groovy,Future,550675.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Outta Time,Future,479113.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Me RehÃºso,Danny Ocean,470007.0,2017.0,pop venezolano, reggaeton, trap latino, latin, latin pop,,,,,
Scrape,Future,469411.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Might as Well,Future,468653.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Tunnel Vision,Kodak Black,474769.0,2017.0,melodic rap, rap, miami hip hop, florida rap, trap, southern hip hop, hip hop,,,
Love,Lana Del Rey,902825.0,2017.0,art pop, pop,,,,,,,,
Shooting Stars,Bag Raiders,402988.0,2017.0,australian dance, alternative dance, indietronica, filter house, nu disco, new rave,,,,
Something Just Like This,The Chainsmokers,4752225.0,2017.0,pop, pop dance, tropical house, edm, electropop, dance pop,,,,
Slide (feat. Frank Ocean & Migos),Calvin Harris,1832407.0,2017.0,dance, pop, dance pop, edm, house, progressive house, pop dance, electro house,,
Stay (with Alessia Cara),Zedd,1618965.0,2017.0,pop, dance pop, edm, pop dance, german techno, complextro, post-teen pop, tropical house, electro house, electropop
Selfish (feat. Rihanna),Future,949684.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Comin Out Strong (feat. The Weeknd),Future,892551.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,841681.0,2017.0,dance pop, pop, post-teen pop, pop rap,,,,,,
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,833157.0,2017.0,mexican pop, latin pop, dance pop, latin, pop,,,,,
Big For Your Boots,Stormzy,676762.0,2017.0,grime, uk hip hop,,,,,,,,
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Ed Sheeran,661698.0,2017.0,uk pop, pop,,,,,,,,
My Collection,Future,562508.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Lookin Exotic,Future,517342.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Use Me,Future,463449.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Olha a ExplosÃ£o,MC Kevinho,450436.0,2017.0,funk pop, funk carioca, funk ostentacao,,,,,,,
Incredible,Future,443610.0,2017.0,rap, atl hip hop, trap, pop rap, southern hip hop,,,,,
Lumbra,Cali Y El Dandee,434382.0,2017.0,reggaeton colombiano, colombian pop, electro latino, champeta, latin, latin pop, reggaeton, trap latino,,
Rolex,Ayo & Teo,389487.0,2017.0,neo soul,,,,,,,,,
Lights Down Low,MAX,378308.0,2017.0,pop, post-teen pop, viral pop, dance pop, electropop, pop rap,,,,
Shape of You - Stormzy Remix,Ed Sheeran,433125.0,2017.0,uk pop, pop,,,,,,,,
"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,412149.0,2017.0,hollywood,,,,,,,,,
Everyday,Ariana Grande,470883.0,2017.0,pop, post-teen pop, dance pop,,,,,,,
SÃ© Que Te Duele,Alejandro FernÃ¡ndez,419149.0,2017.0,latin arena pop, latin pop, mexican pop, latin, ranchera, mariachi, regional mexican,,,
Losin Control,Russ,427089.0,2017.0,hawaiian hip hop, rap, pop rap, pop,,,,,,
Look At Me!,XXXTENTACION,633915.0,2017.0,miami hip hop, emo rap,,,,,,,,
Green Light,Lorde,566481.0,2017.0,pop, nz pop, metropopolis, post-teen pop, electropop, art pop, dance pop,,,
Galway Girl,Ed Sheeran,3626325.0,2017.0,uk pop, pop,,,,,,,,
Dive,Ed Sheeran,3385474.0,2017.0,uk pop, pop,,,,,,,,
Perfect,Ed Sheeran,3384117.0,2017.0,uk pop, pop,,,,,,,,
Eraser,Ed Sheeran,3344890.0,2017.0,uk pop, pop,,,,,,,,
What Do I Know?,Ed Sheeran,3299031.0,2017.0,uk pop, pop,,,,,,,,
New Man,Ed Sheeran,3269103.0,2017.0,uk pop, pop,,,,,,,,
Happier,Ed Sheeran,3245844.0,2017.0,uk pop, pop,,,,,,,,
Hearts Dont Break Around Here,Ed Sheeran,2744985.0,2017.0,uk pop, pop,,,,,,,,
Supermarket Flowers,Ed Sheeran,2584241.0,2017.0,uk pop, pop,,,,,,,,
Barcelona,Ed Sheeran,2525627.0,2017.0,uk pop, pop,,,,,,,,
Bibia Be Ye Ye,Ed Sheeran,2320701.0,2017.0,uk pop, pop,,,,,,,,
Nancy Mulligan,Ed Sheeran,2288823.0,2017.0,uk pop, pop,,,,,,,,
Save Myself,Ed Sheeran,2125850.0,2017.0,uk pop, pop,,,,,,,,
Hypnotised,Coldplay,1049233.0,2017.0,permanent wave, pop,,,,,,,,
Talk About It,Mike Perry,516025.0,2017.0,swedish tropical house, tropical house, pop dance, pop edm, deep tropical house, edm, electro house, pop, dance pop,
Feel Good (feat. Daya),Gryffin,503393.0,2017.0,pop dance, tropical house, edm, pop, dance pop, pop edm, electro house,,,
Shape of You - Acoustic,Ed Sheeran,485672.0,2017.0,uk pop, pop,,,,,,,,
Sigo ExtraÃ±Ã¡ndote,J Balvin,460051.0,2017.0,reggaeton colombiano, reggaeton, trap latino, latin,,,,,,
Alguien Robo,Sebastian Yatra,449383.0,2017.0,reggaeton colombiano, colombian pop, reggaeton, latin,,,,,,
No Frauds,Nicki Minaj,1300854.0,2017.0,queens hip hop, pop, dance pop, pop rap, hip pop, post-teen pop,,,,
Liability,Lorde,1069036.0,2017.0,pop, nz pop, metropopolis, post-teen pop, electropop, art pop, dance pop,,,
Waterfall,Stargate,842864.0,2017.0,norwegian pop,,,,,,,,,
Breathe,Astrid S,678454.0,2017.0,pop, uk pop, alt z, norwegian pop, indie cafe pop, post-teen pop, electropop, dance pop, tropical house,
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,595301.0,2017.0,miami hip hop, dance pop, pop, pop rap, latin,,,,,
Chanel,Frank Ocean,647435.0,2017.0,lgbtq+ hip hop, neo soul, alternative rnb, pop, hip hop,,,,,
As I Lay Me Down,Wiktoria,461561.0,2017.0,swedish pop, eurovision, europop,,,,,,,
I CanÂ´t Go On,Robin Bengtsson,495241.0,2017.0,swedish idol pop, eurovision, swedish pop, europop,,,,,,
Hold On - D&B Version,Nano,411014.0,2017.0,anime, j-poprock, otacore,,,,,,,
All Night (feat. Knox Fortune),Chance the Rapper,540391.0,2017.0,rap, conscious hip hop, chicago rap, pop rap, hip hop,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1350903.0,2017.0,pop, dance, dance pop, uk funky, tropical house, pop dance, post-teen pop, edm,,
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,704363.0,2017.0,ohio hip hop, pop rap,,,,,,,,
Good Life (with G-Eazy & Kehlani),G-Eazy,674918.0,2017.0,indie pop rap, oakland hip hop, pop rap, rap, hip hop,,,,,
TG4M,Zara Larsson,639047.0,2017.0,pop, scandipop, dance pop, swedish electropop, post-teen pop, tropical house, swedish pop, pop dance, electropop, edm
Battle Symphony,Linkin Park,607412.0,2017.0,rap metal, post-grunge, nu metal, alternative metal,,,,,,
Only You,Zara Larsson,576923.0,2017.0,pop, scandipop, dance pop, swedish electropop, post-teen pop, tropical house, swedish pop, pop dance, electropop, edm
Never Forget You,Zara Larsson,549334.0,2017.0,pop, scandipop, dance pop, swedish electropop, post-teen pop, tropical house, swedish pop, pop dance, electropop, edm
What They Say,Zara Larsson,474843.0,2017.0,pop, scandipop, dance pop, swedish electropop, post-teen pop, tropical house, swedish pop, pop dance, electropop, edm
Passionfruit,Drake,4285731.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Free Smoke,Drake,4115145.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Portland,Drake,3620000.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
No Long Talk,Drake,3607422.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Blem,Drake,3121942.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Get It Together,Drake,3043628.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Gyalchester,Drake,3011941.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Jorja Interlude,Drake,2906812.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Madiba Riddim,Drake,2821881.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
KMT,Drake,2810667.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
4422,Drake,2720007.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Teenage Fever,Drake,2550586.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Glow,Drake,2412066.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Skepta Interlude,Drake,2351746.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Nothings Into Somethings,Drake,2262103.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Lose You,Drake,2220075.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Cant Have Everything,Drake,2163680.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Since Way Back,Drake,2036093.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Do Not Disturb,Drake,1974759.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Ice Melts,Drake,1930138.0,2017.0,rap, pop, hip pop, rap, pop rap, hip hop,,,,
Johnny B. Goode,Chuck Berry,482336.0,2017.0,rockabilly, rock-and-roll, classic rock, blues rock, soul, rock,,,,
Habiba,Boef,480889.0,2017.0,dutch hip hop,,,,,,,,,
The Heart Part 4,Kendrick Lamar,2194514.0,2017.0,rap, conscious hip hop, west coast rap, hip hop,,,,,,
Still Got Time (feat. PARTYNEXTDOOR),ZAYN,1496783.0,2017.0,pop, post-teen pop, uk pop, dance pop,,,,,,
Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,1123528.0,2017.0,big room, dance pop, edm, pop dance, pop,,,,,
Andromeda (feat. DRAM),Gorillaz,997030.0,2017.0,alternative hip hop,,,,,,,,,
Ascension (feat. Vince Staples),Gorillaz,933078.0,2017.0,alternative hip hop,,,,,,,,,
Saturnz Barz (feat. Popcaan),Gorillaz,864738.0,2017.0,alternative hip hop,,,,,,,,,
We Got the Power (feat. Jehnny Beth),Gorillaz,551392.0,2017.0,alternative hip hop,,,,,,,,,
Mo Bounce,Iggy Azalea,500370.0,2017.0,dance pop, pop, post-teen pop, australian hip hop, pop rap, hip pop,,,,
XO TOUR Llif3,Lil Uzi Vert,518595.0,2017.0,melodic rap, philly rap, rap, trap,,,,,,
